departamento,municipio,DANE_code,weapon,date,gender,age_group,quantity
ANTIOQUIA,ANORI,5040000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
ANTIOQUIA,BARBOSA,5079000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,5088000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
ANTIOQUIA,BURITICA,5113000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
ANTIOQUIA,CALDAS,5129000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLIN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
ANTIOQUIA,PUERTO TRIUNFO,5591000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
ANTIOQUIA,SANTA ROSA DE OSOS,5686000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
ATLANTICO,BARRANQUILLA (CT),8001000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,FEMENINO,ADULTOS,1
ATLANTICO,BARRANQUILLA (CT),8001000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
ATLANTICO,SOLEDAD,8758000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
CALDAS,AGUADAS,17013000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
CAQUETA,FLORENCIA (CT),18001000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
CAQUETA,SAN VICENTE DEL CAGUAN,18753000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
CAUCA,POPAYAN (CT),19001000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
CESAR,CHIRIGUANA,20178000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
CESAR,SAN ALBERTO,20710000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
CORDOBA,MONTERIA (CT),23001000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTA D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,10
CUNDINAMARCA,FUNZA,25286000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
HUILA,ALGECIRAS,41020000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
HUILA,COLOMBIA,41206000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
HUILA,HOBO,41349000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
HUILA,ISNOS,41359000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADOLESCENTES,1
HUILA,LA PLATA,41396000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
HUILA,PITALITO,41551000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
NARINO,PASTO (CT),52001000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
PUTUMAYO,VILLAGARZON,86885000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
RISARALDA,MARSELLA,66440000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
SANTANDER,EL PENON,68250000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
TOLIMA,ANZOATEGUI,73043000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
TOLIMA,FRESNO,73283000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
VALLE,ALCALA,76020000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,3
VALLE,EL DOVIO,76250000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,2
VALLE,PALMIRA,76520000,ARMA BLANCA / CORTOPUNZANTE,1/01/2014,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLIN (CT),5001000,ARMA DE FUEGO,1/01/2014,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLIN (CT),5001000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,4
ANTIOQUIA,SANTA ROSA DE OSOS,5686000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,1
ANTIOQUIA,TARAZA,5790000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,1
ANTIOQUIA,YOLOMBO,5890000,ARMA DE FUEGO,1/01/2014,FEMENINO,ADOLESCENTES,1
ATLANTICO,BARRANQUILLA (CT),8001000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,4
ATLANTICO,SOLEDAD,8758000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,1
BOLIVAR,CARTAGENA (CT),13001000,ARMA DE FUEGO,1/01/2014,FEMENINO,ADULTOS,1
BOLIVAR,CARTAGENA (CT),13001000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADOLESCENTES,1
CALDAS,SUPIA,17777000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,1
CAUCA,BALBOA,19075000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,1
CAUCA,EL TAMBO,19256000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADOLESCENTES,1
CESAR,LA PAZ,20621000,ARMA DE FUEGO,1/01/2014,FEMENINO,ADULTOS,1
CESAR,SAN MARTIN,20770000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,1
CESAR,VALLEDUPAR (CT),20001000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,3
CHOCO,ACANDI,27006000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,1
CUNDINAMARCA,BOGOTA D.C. (CT),11001000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,2
CUNDINAMARCA,GUADUAS,25320000,ARMA DE FUEGO,1/01/2014,FEMENINO,ADULTOS,1
CUNDINAMARCA,SOACHA,25754000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,1
HUILA,ACEVEDO,41006000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,1
HUILA,SUAZA,41770000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,1
HUILA,TIMANA,41807000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,1
NARINO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,1
NORTE DE SANTANDER,TIBU,54810000,ARMA DE FUEGO,1/01/2014,MASCULINO,MENORES,1
PUTUMAYO,MOCOA (CT),86001000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,1
PUTUMAYO,PUERTO CAICEDO,86569000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,1
PUTUMAYO,SAN MIGUEL,86757000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,1
QUINDIO,MONTENEGRO,63470000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,1
RISARALDA,DOSQUEBRADAS,66170000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,1
SANTANDER,BARRANCABERMEJA,68081000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,1
SANTANDER,BUCARAMANGA (CT),68001000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,2
SANTANDER,EL CARMEN DE CHUCURI,68235000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,1/01/2014,FEMENINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,13
VALLE,PALMIRA,76520000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,1
VALLE,SEVILLA,76736000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,2
VALLE,TULUA,76834000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADOLESCENTES,1
VALLE,TULUA,76834000,ARMA DE FUEGO,1/01/2014,MASCULINO,ADULTOS,1
ANTIOQUIA,BELLO,5088000,CONTUNDENTES,1/01/2014,MASCULINO,ADULTOS,1
ANTIOQUIA,PUERTO BERRIO,5579000,CONTUNDENTES,1/01/2014,MASCULINO,ADULTOS,1
CAUCA,PATIA,19532000,CONTUNDENTES,1/01/2014,MASCULINO,ADULTOS,1
CAUCA,SANTANDER DE QUILICHAO,19698000,CONTUNDENTES,1/01/2014,MASCULINO,ADULTOS,1
CUNDINAMARCA,PANDI,25524000,CONTUNDENTES,1/01/2014,MASCULINO,ADULTOS,1
CUNDINAMARCA,SOACHA,25754000,CONTUNDENTES,1/01/2014,MASCULINO,ADULTOS,1
CAQUETA,FLORENCIA (CT),18001000,CUERDA/SOGA/CADENA,1/01/2014,FEMENINO,ADULTOS,1
CUNDINAMARCA,BOGOTA D.C. (CT),11001000,ARMA BLANCA / CORTOPUNZANTE,2/01/2014,MASCULINO,ADULTOS,3
NARINO,OLAYA HERRERA,52490000,ARMA BLANCA / CORTOPUNZANTE,2/01/2014,MASCULINO,ADULTOS,1
ANTIOQUIA,ITUANGO,5361000,ARMA DE FUEGO,2/01/2014,MASCULINO,ADULTOS,1
ANTIOQUIA,MEDELLIN (CT),5001000,ARMA DE FUEGO,2/01/2014,MASCULINO,ADULTOS,3
ANTIOQUIA,NECHI,5495000,ARMA DE FUEGO,2/01/2014,MASCULINO,ADULTOS,1
ANTIOQUIA,TURBO,5837000,ARMA DE FUEGO,2/01/2014,MASCULINO,ADULTOS,1
ATLANTICO,BARRANQUILLA (CT),8001000,ARMA DE FUEGO,2/01/2014,FEMENINO,ADULTOS,1
BOLIVAR,MARGARITA,13440000,ARMA DE FUEGO,2/01/2014,MASCULINO,ADULTOS,1
BOYACA,DUITAMA,15238000,ARMA DE FUEGO,2/01/2014,FEMENINO,ADOLESCENTES,1
BOYACA,DUITAMA,15238000,ARMA DE FUEGO,2/01/2014,MASCULINO,ADULTOS,1
BOYACA,QUIPAMA,15580000,ARMA DE FUEGO,2/01/2014,MASCULINO,ADULTOS,1
CALDAS,CHINCHINA,17174000,ARMA DE FUEGO,2/01/2014,FEMENINO,ADULTOS,1
CAUCA,POPAYAN (CT),19001000,ARMA DE FUEGO,2/01/2014,MASCULINO,ADULTOS,1
CAUCA,PUERTO TEJADA,19573000,ARMA DE FUEGO,2/01/2014,MASCULINO,ADULTOS,1
CUNDINAMARCA,CAJICA,25126000,ARMA DE FUEGO,2/01/2014,FEMENINO,MENORES,1
NARINO,FRANCISCO PIZARRO,52520000,ARMA DE FUEGO,2/01/2014,MASCULINO,ADULTOS,1
NARINO,SAN ANDRES DE TUMACO,52835000,ARMA DE FUEGO,2/01/2014,MASCULINO,ADOLESCENTES,1
NARINO,TUQUERRES,52838000,ARMA DE FUEGO,2/01/2014,MASCULINO,ADULTOS,1
QUINDIO,ARMENIA (CT),63001000,ARMA DE FUEGO,2/01/2014,MASCULINO,ADULTOS,1
SANTANDER,CIMITARRA,68190000,ARMA DE FUEGO,2/01/2014,MASCULINO,ADULTOS,1
VALLE,BUENAVENTURA,76109000,ARMA DE FUEGO,2/01/2014,MASCULINO,ADULTOS,1
VALLE,CALI (CT),76001000,ARMA DE FUEGO,2/01/2014,MASCULINO,ADULTOS,4
VALLE,LA UNION,76400000,ARMA DE FUEGO,2/01/2014,MASCULINO,ADULTOS,1
ATLANTICO,BARRANQUILLA (CT),8001000,CONTUNDENTES,2/01/2014,MASCULINO,ADULTOS,1
ATLANTICO,PUERTO COLOMBIA,8573000,CONTUNDENTES,2/01/2014,FEMENINO,ADULTOS,1
ANTIOQUIA,MEDELLIN (CT),5001000,ARMA BLANCA / CORTOPUNZANTE,3/01/2014,MASCULINO,ADULTOS,1
CAQUETA,SOLITA,18785000,ARMA BLANCA / CORTOPUNZANTE,3/01/2014,MASCULINO,ADULTOS,1
CASANARE,YOPAL (CT),85001000,ARMA BLANCA / CORTOPUNZANTE,3/01/2014,FEMENINO,ADULTOS,1
CORDOBA,SAHAGUN,23660000,ARMA BLANCA / CORTOPUNZANTE,3/01/2014,FEMENINO,ADULTOS,1
RISARALDA,DOSQUEBRADAS,66170000,ARMA BLANCA / CORTOPUNZANTE,3/01/2014,MASCULINO,ADULTOS,1
